,Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
241,Congee King,CASUAL DINING,3.7,18.0,4271 Sheppard Avenue East,Chinese,20.0,Scarborough
242,Green Grotto Tea Room,CAFÉ,3.1,7.0,385 Silver Star Boulevard,Bubble Cafe,30.0,Scarborough
243,Super Taste Noodle House,CASUAL DINING,2.9,6.0,2900 Warden Avenue,Chinese,,Scarborough
244,OMG Restaurant & Lounge,CASUAL DINING,2.7,13.0,4033 Gordon Baker Road,Chinese,25.0,Scarborough
245,Fat Bastard Burrito,QUICK BITES,3.7,21.0,1921 Eglinton Avenue East,Mexican,25.0,Scarborough
246,Ace's Place Bar Grill Hub,CASUAL DINING,3.0,12.0,115 Guildwood Parkway,Bar Food,30.0,Scarborough
247,Tropical Nights Restaurant & Lounge,CASUAL DINING,3.3,11.0,1154 Morningside Avenue,Caribbean,45.0,Scarborough
248,Taste Of Greek Cuisine,CASUAL DINING,3.7,19.0,3541 St. Claire Avenue E,Mediterranean,70.0,Scarborough
249,Ghareeb Nawaz Resaurant,QUICK BITES,3.8,16.0,1071 Danforth Road,Indian,25.0,Scarborough
250,Nirala Sweets & Restaurant,CASUAL DINING,3.6,15.0,2818 Markham Road,Pakistani,35.0,Scarborough
251,Japanese Ramen King,CASUAL DINING,2.9,9.0,3278 Midland Avenue,Japanese,25.0,Scarborough
252,Mr. Jerk,QUICK BITES,3.6,14.0,1160 Morningside Avenue,Caribbean,30.0,Scarborough
253,Mayette's,CASUAL DINING,3.8,10.0,"3331-A Danforth Avenue, Scarborough",Filipino,35.0,Scarborough
254,Family Shawarma & Falafel,QUICK BITES,3.8,21.0,3121 Sheppard Avenue E,Middle Eastern,20.0,Scarborough
255,Arz Bakery,QUICK BITES,3.4,14.0,1909 Lawrence Avenue East,Middle Eastern,15.0,Scarborough
256,Fortune Restaurant,CASUAL DINING,,,3833 Midland Avenue,Chinese,40.0,Scarborough
257,Yogi Noodle,CASUAL DINING,3.5,14.0,325 Bamburgh Circle,Chinese,25.0,Scarborough
258,Sunset Grill,CASUAL DINING,3.4,16.0,4551 Kingston Road,Diner,30.0,Scarborough
259,Port Union Fish & Chips,CASUAL DINING,3.5,17.0,65 Rylander Boulevard,British,35.0,Scarborough
260,Twice As Nice,QUICK BITES,3.4,18.0,4180 Kingston Road,Caribbean,25.0,Scarborough
261,Harry's Drive-in,QUICK BITES,3.9,16.0,2280 Lawrence Avenue East,Fast Food,20.0,Scarborough
262,Sugar Sweet Cafe,CASUAL DINING,3.6,12.0,4911 Steeles Avenue East,Chinese,25.0,Scarborough
263,Jim Chai Kee Wonton Noodle,CASUAL DINING,3.2,10.0,3700 Midland Avenue,Chinese,20.0,Scarborough
264,Shef Kebab,QUICK BITES,3.3,9.0,3245 Finch Avenue East,Middle Eastern,25.0,Scarborough
265,Nichiban Sushi,CASUAL DINING,3.0,5.0,3517 Kennedy Road,Japanese,30.0,Scarborough
266,Mr. Sub,QUICK BITES,3.9,14.0,45 Milner Avenue,Fast Food,25.0,Scarborough
267,Tasty Shawarma And Falafel,QUICK BITES,3.5,20.0,2993 Sheppard Avenue East,Mediterranean,20.0,Scarborough
268,Enrico's Pizza,QUICK BITES,3.8,17.0,1736 Kingston Road,Fast Food,25.0,Scarborough
269,Health Gourmet,CASUAL DINING,3.0,15.0,3278 Midland Avenue,Chinese,45.0,Scarborough
270,Thai Square,CASUAL DINING,3.2,17.0,277 Port Union Road,Thai,35.0,Scarborough
271,Pili Pili,QUICK BITES,3.7,7.0,1960 Lawrence Avenue East,Tanzanian,30.0,Scarborough
272,Tealicious Teahouse,BEVERAGE SHOP,3.0,14.0,3278 Midland Avenue,Beverages,15.0,Scarborough
273,Ho Ho BBQ,CASUAL DINING,3.9,6.0,3833 Midland Avenue,Chinese,25.0,Scarborough
274,Spring N Fresh Rolls,CASUAL DINING,3.3,16.0,789 Warden Avenue,Vietnamese,35.0,Scarborough
275,Pho Hong Ha,CASUAL DINING,3.9,19.0,4271 Sheppard Avenue East,Vietnamese,20.0,Scarborough
276,Pauline's Roti & Pelau Shop,QUICK BITES,3.5,13.0,15 Lapsley Road,Caribbean,20.0,Scarborough
277,Naniwa Taro,QUICK BITES,3.7,13.0,7 Byng Avenue,Japanese,20.0,Scarborough
278,Burrito Boyz,QUICK BITES,3.8,14.0,789 Warden Avenue,Mexican,25.0,Scarborough
279,Patna Kabab House,QUICK BITES,2.8,13.0,1885 Lawrence Avenue East,Indian,,Scarborough
280,Ming's Noodle Cafe,CASUAL DINING,3.5,13.0,3447 Kennedy Road,Chinese,40.0,Scarborough
281,Buon Appetite Fine Foods,BAKERY,3.8,7.0,2764 Victoria Park Avenue,American,25.0,Scarborough
282,Pakwanchi,QUICK BITES,3.8,13.0,2245 Kennedy Road,Pakistani,15.0,Scarborough
283,Chopsticks SzeChuan,CASUAL DINING,3.7,13.0,1163 Ellesmere Road,Chinese,25.0,Scarborough
284,Coffee Culture,CAFÉ,3.1,7.0,2060 Ellesmere Road,Cafe,20.0,Scarborough
285,Southern Accent,QUICK BITES,3.5,13.0,3655 St. Clair Avenue East,American,30.0,Scarborough
286,Dumplings & Szechuan cuisine,CASUAL DINING,3.0,4.0,2549 Warden Avenue,Chinese,25.0,Scarborough
287,Popeyes,QUICK BITES,3.4,8.0,3740 Midland Avenue,Fast Food,25.0,Scarborough
288,Mini Moes Burgers Fries and Funnel Cakes,QUICK BITES,3.1,10.0,1961 Lawrence Ave E #1,American,15.0,Scarborough
289,Zam Zam Tikka,QUICK BITES,3.5,7.0,462 Birchmount Road,Pakistani,35.0,Scarborough
290,Ital Vital,QUICK BITES,3.6,8.0,741 Pharmacy Avenue,Healthy Food,20.0,Scarborough
291,Mirchi Dhaba,QUICK BITES,3.0,9.0,836 Markham Road,Indian,20.0,Scarborough
292,Sika Deer Chinese Cuisine,CASUAL DINING,,,4186 Finch Avenue East,Chinese,35.0,Scarborough
293,The Avenue Restaurant and Lounge,BAR,3.4,7.0,1085 Bellamy Road,Caribbean,50.0,Scarborough
294,Pioneers Pizza,QUICK BITES,3.7,10.0,355 Pitfield Road,Fast Food,30.0,Scarborough
295,Hakka No. 1,CASUAL DINING,3.6,11.0,4551 Kingston Road,Chinese,40.0,Scarborough
296,Mr. Greek Express,QUICK BITES,3.9,13.0,18 Lebovic Avenue,Mediterranean,40.0,Scarborough
297,M&J's Eastside Deli,QUICK BITES,3.4,10.0,1433 Kingston Road,American,10.0,Scarborough
298,Dong Kee,CASUAL DINING,3.4,11.0,3838 Midland Avenue,Chinese,35.0,Scarborough
299,Coco Fresh Juice And Tea,BEVERAGE SHOP,3.8,6.0,3300 Midland Avenue,Bubble Cafe,15.0,Scarborough
300,Nantha Caters,QUICK BITES,3.5,5.0,3268 Finch Avenue East,Sri Lankan,20.0,Scarborough
301,Fabian's Cafe,CAFÉ,3.6,9.0,876 Markham Road,Cafe,15.0,Scarborough
302,Pot Rice & Rolls House,QUICK BITES,2.9,4.0,633 Silver Star Boulevard,Chinese,15.0,Scarborough
303,Bluffer's Park,FINE DINING,3.2,14.0,7 Brimley Road,Seafood,70.0,Scarborough
304,Lai Doh Restaurant,CASUAL DINING,2.8,8.0,4625 Steeles Avenue East,Chinese,35.0,Scarborough
305,Flipper's Fish House,CASUAL DINING,3.1,14.0,2300 Lawrence Avenue East,Seafood,55.0,Scarborough
306,The 3 Monkeys Bar & Grill,CASUAL DINING,3.0,14.0,1585 Warden Avenue,Bar Food,45.0,Scarborough
307,Korean Restaurant O U R,CASUAL DINING,3.5,12.0,4186 Finch Avenue East,Korean,35.0,Scarborough
308,Kim Bo,CASUAL DINING,3.1,11.0,5651 Steeles Avenue East,Vietnamese,25.0,Scarborough
309,Mainsha Restaurant,CASUAL DINING,3.7,12.0,2950 Birchmond Road,Caribbean,15.0,Scarborough
310,Bawarchi Biryanis,CASUAL DINING,2.9,12.0,925 Warden Ave,Indian,45.0,Scarborough
311,McCowan Fish & Chips,CASUAL DINING,3.9,13.0,623 McCowan Road,British,20.0,Scarborough
312,Lick's,QUICK BITES,3.2,8.0,900 Warden Avenue,Fast Food,20.0,Scarborough
313,Royal Paan,QUICK BITES,3.4,11.0,2623 Lawrence Avenue East,Indian,15.0,Scarborough
314,Global Imperial Cuisine,CASUAL DINING,,,23 Glen Watford Drive,Chinese,40.0,Scarborough
315,Layal El Sharke Coffee Club,CAFÉ,3.4,13.0,1883 Lawrence Avenue East,Cafe,,Scarborough
316,Baskin Robbins,DESSERT PARLOR,3.2,8.0,1001 Sandhurst Circle,Desserts,15.0,Scarborough
317,Chinese Halal Restaurant,CASUAL DINING,3.2,5.0,668 Silver Star Boulevard,Chinese,30.0,Scarborough
318,Calabria Bakery,BAKERY,3.5,11.0,1772 Midland Avenue,Bakery,30.0,Scarborough
319,Congee Me,CASUAL DINING,,,4419 Sheppard Avenue East,Chinese,25.0,Scarborough
320,Chatime,BEVERAGE SHOP,3.4,6.0,3250 Midland Avenue,Bubble Cafe,15.0,Scarborough
321,100% Korean,QUICK BITES,3.5,5.0,4779 Steeles Avenue East,Korean,25.0,Scarborough
322,Yunnan Cross Bridge Rice Noodle,CASUAL DINING,3.6,5.0,19 Milliken Boulevard,Chinese,25.0,Scarborough
323,Pho Nam Dinh,CASUAL DINING,3.1,9.0,1885 Kennedy Road,Vietnamese,25.0,Scarborough
324,The Fossil & Haggis,Other,3.6,12.0,790 Military Trail,Bar Food,35.0,Scarborough
325,Spicy Garden,CASUAL DINING,3.5,9.0,4810 Sheppard Avenue East,Chinese,25.0,Scarborough
326,Shawarma Boss,QUICK BITES,3.2,6.0,1921 Eglinton Avenue East,Middle Eastern,20.0,Scarborough
327,Diamond Pizza & Grill,QUICK BITES,3.4,10.0,1349 Danforth Road,Mediterranean,20.0,Scarborough
328,Golden Chopstick,CASUAL DINING,3.7,13.0,271 Old Kingston Road,Chinese,25.0,Scarborough
329,Tasty House,CASUAL DINING,,,240 Alton Towers Circle,Chinese,30.0,Scarborough
330,China Gourmet King,QUICK BITES,3.1,12.0,4286 Kingston Road,Chinese,25.0,Scarborough
331,A & W,QUICK BITES,3.5,9.0,1585 Warden Road,American,25.0,Scarborough
332,QQ Thai Ice Cream,DESSERT PARLOR,3.7,7.0,3278 Midland Avenue,Desserts,10.0,Scarborough
333,King George's Arms,CASUAL DINING,3.9,12.0,2501 Victoria Park Avenue,Bar Food,50.0,Scarborough
334,Tim Choi Chinese Food,QUICK BITES,3.9,13.0,266 Markham Road,Chinese,,Scarborough
335,Pho Nhi,CASUAL DINING,3.3,6.0,4002 Sheppard Avenue East,Vietnamese,25.0,Scarborough
336,Jerry's Fish & Chips,CASUAL DINING,3.7,10.0,1190 Kennedy Road,British,40.0,Scarborough
337,South China Noodles Delight,CASUAL DINING,3.3,5.0,3380 Midland Avenue,Chinese,25.0,Scarborough
338,Mucho Burrito,QUICK BITES,3.0,14.0,1780 Markham Road,American,30.0,Scarborough
339,Burger King,FAST FOOD,3.2,6.0,3850 Shepard Avenue East,Fast Food,20.0,Scarborough
340,El-Sabil,QUICK BITES,3.8,10.0,2680 Lawrence Avenue East,Middle Eastern,20.0,Scarborough
341,Bihari Kabab,QUICK BITES,3.3,8.0,1145 Morningside Avenue,Indian,35.0,Scarborough
342,Curry + Roti,CASUAL DINING,3.8,11.0,1732 Lawrence Avenue East,Indian,20.0,Scarborough
343,Keung Kee,CASUAL DINING,3.3,16.0,3300 Midland Avenue,Chinese,35.0,Scarborough
344,Pita Land,QUICK BITES,2.9,8.0,2555 Victoria Park Avenue,Middle Eastern,30.0,Scarborough
345,Tamil Arasu,QUICK BITES,,,3301 McNicoll Avenue,Indian,,Scarborough
346,Harbin BBQ,CASUAL DINING,3.6,5.0,3278 Midland Avenue,Chinese,20.0,Scarborough
347,Shoeless Joe's,CASUAL DINING,2.9,12.0,245 Morningside Avenue,American,60.0,Scarborough
348,Lageez Authentic Indian Cusine,CASUAL DINING,3.5,8.0,641 Pharmacy Avenue,Indian,20.0,Scarborough
349,Good Luck,CASUAL DINING,3.3,9.0,2432 Eglinton Avenue E,Chinese,45.0,Scarborough
350,Amazing Shawarma,QUICK BITES,3.6,6.0,2928 Eglinton Avenue East,Middle Eastern,20.0,Scarborough
351,Jesse Jr.,QUICK BITES,2.9,10.0,4415 Sheppard Avenue East,Filipino,25.0,Scarborough
352,Dickens Restaurant,CASUAL DINING,3.2,6.0,8 Glen Watford Drive,Chinese,45.0,Scarborough
353,Pho Xe Lua,CASUAL DINING,3.2,10.0,1571 Sandhurst Circle,Vietnamese,30.0,Scarborough
354,Steam House,CASUAL DINING,3.4,5.0,4020 Finch Avenue E,Chinese,30.0,Scarborough
355,Fragrant Bakery,BAKERY,3.6,7.0,3833 Midland Avenue,Bakery,10.0,Scarborough
356,Jumbo Hamburger,CASUAL DINING,3.6,10.0,629 Pharmacy Avenue,American,30.0,Scarborough
357,Golden Spoon,CASUAL DINING,2.8,6.0,5650 Sheppard Avenue East,Pakistani,25.0,Scarborough
358,Yogen Früz,DESSERT PARLOR,3.4,6.0,300 Borough Drive,Desserts,15.0,Scarborough
359,Popular Pizza,QUICK BITES,3.3,8.0,5790 Sheppard Avenue East,Fast Food,30.0,Scarborough
360,Wild Wing,CASUAL DINING,3.7,11.0,11 William Kitchen Road,Bar Food,50.0,Scarborough
361,Wendy's,FAST FOOD,3.1,5.0,1460 Kennedy Road,Fast Food,20.0,Scarborough
362,Ceylon Flavor,QUICK BITES,2.7,8.0,3341 Markham Road,Sri Lankan,25.0,Scarborough
363,Halal Pizza Time & Restaurant,QUICK BITES,3.0,9.0,561 Markham Road,Fast Food,25.0,Scarborough
364,Motimahal Restaurant,QUICK BITES,3.6,6.0,50 Weybright Crescent,Indian,15.0,Scarborough
365,Al Tanoor,QUICK BITES,3.7,8.0,1993 Lawrence Avenue East,Middle Eastern,15.0,Scarborough
366,LHL Seafood Restaurant,CASUAL DINING,3.1,4.0,4438 Sheppard Avenue East,Chinese,60.0,Scarborough
367,Sofi’s Mexican Bar & Grill,CASUAL DINING,2.8,6.0,360 Old Kingston Road,Mexican,25.0,Scarborough
368,Timehri,CASUAL DINING,3.2,13.0,3300 McNicoll Avenue,Indian,,Scarborough
369,Island Spice Flava,QUICK BITES,3.5,13.0,365 Pitfield Road,Caribbean,20.0,Scarborough
370,Danny's Family Restaurant & Bar,CASUAL DINING,3.5,7.0,151 Morningside Avenue,American,35.0,Scarborough
371,Wide Alley Kitchen,CASUAL DINING,,,4400 Sheppard Avenue East,Northern Chinese,25.0,Scarborough
372,Pizza Hut,QUICK BITES,3.1,7.0,592 Ellesmere Road,Fast Food,25.0,Scarborough
373,Subiksha,QUICK BITES,3.6,7.0,2633 Eglinton Ave E,Indian,25.0,Scarborough
374,Hung Fook Tong,DESSERT PARLOR,3.3,6.0,633 Silver Star Boulevard,Chinese,20.0,Scarborough
375,Wing Wing Restaurant,CASUAL DINING,3.5,10.0,3032 Danforth Avenue,Chinese,20.0,Scarborough
376,Xin Jiang BBQ,CASUAL DINING,3.4,7.0,3330 Pharmacy Avenue East,Chinese,30.0,Scarborough
377,New York Fries,QUICK BITES,3.1,5.0,300 Borough Drive,Fast Food,15.0,Scarborough
378,Azumi Teppanyaki & Sushi,CASUAL DINING,,,5516 Lawrence Avenue,Japanese,40.0,Scarborough
379,Chick-N-Joy,CASUAL DINING,3.7,10.0,4449 Kingston Road,Fast Food,25.0,Scarborough
380,Chick-Felays,QUICK BITES,3.3,8.0,699 Markham Road E ,Portuguese,30.0,Scarborough
381,Dairy Queen Grill & Chill,FAST FOOD,,,1910 Kennedy Road,Desserts,20.0,Scarborough
382,Silver Star BBQ,CASUAL DINING,,,668 Silver Star Boulevard,Chinese,40.0,Scarborough
383,Origination Noodle,CASUAL DINING,,,633 Silver Star Boulevard,Asian,20.0,Scarborough
384,Chongqing Lao Jiu Men Hotpot,CASUAL DINING,,,4771 Steeles Avenue E,Chinese,25.0,Scarborough
385,Gerhard's Cafe,BAKERY,3.6,6.0,1085 Bellamy Road North,Bakery,25.0,Scarborough
386,Suvaiyakam Restaurant,QUICK BITES,3.8,5.0,2950 Birchmount Road,Sri Lankan,15.0,Scarborough
387,Eight Noodles,CASUAL DINING,3.1,4.0,3309 Sheppard Avenue East,Chinese,25.0,Scarborough
388,Max's Restaurant,QUICK BITES,,,707 Markham Road,Filipino,25.0,Scarborough
389,Shawarma 360,QUICK BITES,2.8,5.0,1 William Kitchen Road,Middle Eastern,,Scarborough
390,Aromaz Cake & Pastry,BAKERY,,,2301 Brimley Road,Chinese,10.0,Scarborough
391,Canton Kitchen,CASUAL DINING,3.2,4.0,3117 Sheppard Avenue East,Chinese,,Scarborough
392,Tsui Wah,CASUAL DINING,3.3,4.0,3261 Kennedy Road,Chinese,25.0,Scarborough
393,Hero Certified Burgers,QUICK BITES,2.9,9.0,6015 Steeles Avenue East,American,25.0,Scarborough
394,Crack Me Up,CASUAL DINING,,,31 Tapscott Road,American,30.0,Scarborough
395,New Sun BBQ,QUICK BITES,,,3833 Midland Avenue,Chinese,20.0,Scarborough
396,Allan's Pastry Shop,BAKERY,3.7,5.0,3447 Kennedy Road,Bakery,15.0,Scarborough
397,Panda Wok,CASUAL DINING,3.0,6.0,462 Birchmount Road,Chinese,35.0,Scarborough
398,Mayur Fine Indian Cuisine,CASUAL DINING,2.8,7.0,80 Ellesmere Road,Indian,30.0,Scarborough
399,Qing Feng Bun,QUICK BITES,,,3278 Midland Avenue,Northern Chinese,20.0,Scarborough
400,New Spiceland Restaurant,QUICK BITES,3.2,6.0,6065 Steeles Avenue East,Indian,20.0,Scarborough
401,The Birchmount,CASUAL DINING,3.0,9.0,462 Birchmount Road,Bar Food,45.0,Scarborough
402,La Mere,CASUAL DINING,3.4,5.0,3278 Midland Avenue,Chinese,30.0,Scarborough
403,W.B Chinese Cooking,CASUAL DINING,3.4,6.0,1883 McNicoll Avenue,Chinese,35.0,Scarborough
404,Jollibee,FAST CASUAL,3.1,5.0,15 William Kitchen Rd,Filipino,15.0,Scarborough
405,Muckish Irish Pub,CASUAL DINING,3.3,9.0,74 Hymus Road,Bar Food,40.0,Scarborough
406,Patty Time,QUICK BITES,3.9,8.0,2919 Lawrence Avenue East,Caribbean,10.0,Scarborough
407,The Newfoundlander,BAR,2.9,8.0,472 Danforth Road,Bar Food,40.0,Scarborough
408,Chou's Garden,CASUAL DINING,3.4,9.0,30 Dean Park Road,Chinese,25.0,Scarborough
409,Kathy's Grill,CASUAL DINING,3.3,6.0,1158 Kennedy Road,BBQ,20.0,Scarborough
410,Kimling,CASUAL DINING,3.8,6.0,2173 Lawrence Avenue East,Chinese,35.0,Scarborough
411,Church's Chicken,QUICK BITES,,,2290 Lawrence Ave E,Fast Food,15.0,Scarborough
412,Pizza Depot,CASUAL DINING,3.5,6.0,2060 Ellesmere Road,Fast Food,25.0,Scarborough
413,Showtime Bistro,CASUAL DINING,3.5,6.0,2761 Markham Road,American,,Scarborough
414,Bourbon St. Grill,QUICK BITES,3.2,7.0,300 Borough Drive,American,20.0,Scarborough
415,Barrio Fiesta,QUICK BITES,3.7,4.0,19 Lapsley Road,Filipino,25.0,Scarborough
416,Pan Am's Joint,QUICK BITES,3.3,6.0,790 Military Trail,Diner,20.0,Scarborough
417,Banh Mi 24,QUICK BITES,3.3,5.0,3250 Midland Avenue,Vietnamese,25.0,Scarborough
418,Golden Jade Restaurant,CASUAL DINING,,,633 Silver Star Boulevard,Chinese,25.0,Scarborough
419,Hunan Style Restaurant,CASUAL DINING,3.4,6.0,633 Silver Star Boulevard,Chinese,25.0,Scarborough
420,Peking Duck Kitchen,CASUAL DINING,,,1 Glen Watford Drive,Chinese,40.0,Scarborough
421,Biryani Hut,QUICK BITES,3.0,4.0,6055 Steeles Avenue East,Indian,20.0,Scarborough
422,Jody's Deli,QUICK BITES,3.0,7.0,777 Warden Avenue,Deli,25.0,Scarborough
423,Red Sail Boat Bakery,BAKERY,3.8,7.0,2547 Warden Avenue,Bakery,10.0,Scarborough
424,Red Tea House,CASUAL DINING,3.3,5.0,2903 Kennedy Road,Coffee and Cafe,15.0,Scarborough
425,Villa Madina,QUICK BITES,3.3,6.0,300 Borough Drive,Mediterranean,25.0,Scarborough
426,Painted Post Fish & Chips,QUICK BITES,3.0,5.0,803 Markham Road,British,25.0,Scarborough
427,Sedaghat Restaurant,QUICK BITES,2.9,7.0,3342 Danforth Avenue,Iranian,30.0,Scarborough
428,Hong Food,QUICK BITES,,,31 Tapscott Road,Chinese,20.0,Scarborough
429,Fairview Seafood Chinese Cuisine,CASUAL DINING,3.1,4.0,5103 Sheppard Avenue East,Chinese,25.0,Scarborough
430,Pasta Tutti Giorni,CASUAL DINING,3.2,5.0,98 Island Road,Italian,45.0,Scarborough
431,Bengali Sweets,QUICK BITES,,,3300 McNicoll Avenue,Desserts,15.0,Scarborough
432,Watts,CASUAL DINING,2.8,9.0,1 Eglinton Square,American,15.0,Scarborough
433,Ten Ren's Tea,BEVERAGE SHOP,3.0,5.0,300 Borough Drive,Bubble Cafe,15.0,Scarborough
434,Pho Vuon Lai Jasmine Garden,CASUAL DINING,,,250 Alton Towers Circle,Vietnamese,25.0,Scarborough
435,Tian Yuan Station,DESSERT PARLOR,,,3250 Midland Avenue,Chinese,25.0,Scarborough
436,Chef Legend,CASUAL DINING,,,1348 Kennedy Road,Indian,25.0,Scarborough
437,Wok & Fortune,CASUAL DINING,3.7,4.0,2900 Eglinton Avenue East,Chinese,30.0,Scarborough
438,Just Soups,QUICK BITES,3.5,5.0,1143 Morningside Avenue,Healthy Food,20.0,Scarborough
439,Sushi & Tea,QUICK BITES,3.4,6.0,3027 Kingston Road,Japanese,30.0,Scarborough
440,Victorian Monkey Kitchen and Social Club,CASUAL DINING,3.4,6.0,2386 KINGSTON RD M1N1V2 1V2,American,25.0,Scarborough
441,Pizza Nova,QUICK BITES,3.8,6.0,3655 St. Clair Avenue East,Fast Food,30.0,Scarborough
442,Jimmy The Greek,QUICK BITES,3.5,7.0,300 Borough Drive,Mediterranean,25.0,Scarborough
443,Seraphia Inspired Cuisine,CAFÉ,3.7,7.0,2979 Kingston Road,Cafe,20.0,Scarborough
444,McDonald's,QUICK BITES,2.8,6.0,1571 Sandhurst Circle,Fast Food,25.0,Scarborough
445,Tianjin Dumplings,CASUAL DINING,3.3,5.0,4192 Sheppard Avenue East,Northern Chinese,25.0,Scarborough
446,Best Kabab & Karahi,QUICK BITES,,,232 Markham Road,Pakistani,,Scarborough
447,Original Congee,QUICK BITES,3.4,6.0,5661 Steeles Avenue East,Fast Food,15.0,Scarborough
448,Tim Hortons,CAFÉ,,,2363 Warden Avenue,American,20.0,Scarborough
449,Harvey's,QUICK BITES,3.2,6.0,2555 Victoria Park Avenue,Fast Food,25.0,Scarborough
450,Pizza Pizza,QUICK BITES,2.8,8.0,2900 Warden Avenue,Fast Food,25.0,Scarborough
451,Wok Stop,CASUAL DINING,3.4,6.0,271 Morningside Avenue,Chinese,25.0,Scarborough
452,Co-China Manila,CASUAL DINING,3.4,6.0,1840 Lawrence Avenue East,Filipino,25.0,Scarborough
453,Reginos Pizza,QUICK BITES,3.0,10.0,790 Military Trail,Fast Food,25.0,Scarborough
454,Thai Express,QUICK BITES,3.3,7.0,300 Borough Drive,Thai,25.0,Scarborough
455,JV's Taste Buds Caribbean Grill,QUICK BITES,3.5,6.0,7 Progress Avenue,Caribbean,20.0,Scarborough
456,Ajmir Pizza Wings & Kabab House,QUICK BITES,2.9,7.0,3879 Lawrence Avenue E,Middle Eastern,20.0,Scarborough
457,Coffee In,CAFÉ,,,2181 Lawrence Avenue East,Cafe,25.0,Scarborough
458,HK Garden,CASUAL DINING,,,4236 Sheppard Avenue East,Chinese,25.0,Scarborough
459,East Gate,CASUAL DINING,3.2,9.0,2268 Kingston Road,Chinese,30.0,Scarborough
460,Vinchandra,CASUAL DINING,3.2,6.0,795 Markham Road,Indian,35.0,Scarborough
461,Alexandria Cafe,QUICK BITES,3.3,5.0,1940 Lawrence Avenue East,Middle Eastern,30.0,Scarborough
462,Premium Sweets,DESSERT PARLOR,3.4,9.0,3212 Eglinton Avenue East,Desserts,15.0,Scarborough
463,Sunny Up Family Restaurant,CASUAL DINING,3.8,4.0,4630 Kingston Road,American,35.0,Scarborough
464,Rustico Italian Food,CAFÉ,,,1458 Kingston Road,Cafe,10.0,Scarborough
465,Real Fruit Bubble Tea,BEVERAGE SHOP,3.3,4.0,31 Tapscott Road,Bubble Cafe,15.0,Scarborough
466,Dear & Fro,DESSERT PARLOR,,,3300 Midland Avenue,Korean,15.0,Scarborough
467,Aunt Elsie's Caribbean Kitchen,QUICK BITES,,,2689 Eglinton Avenue East,Caribbean,20.0,Scarborough
468,Jamaican Tasty Food,QUICK BITES,3.8,4.0,4268 Kingston Road,Caribbean,20.0,Scarborough
469,Dindigul Thalappakattu Biriyani,CASUAL DINING,,,3850 Finch Avenue E,South Indian,30.0,Scarborough
470,Da Hal Yee,QUICK BITES,,,3833 Midland Avenue,Chinese,25.0,Scarborough
471,Gramps & Elaines,QUICK BITES,3.4,7.0,3095 Eglinton Avenue,Caribbean,20.0,Scarborough
472,Omi Sushi,CASUAL DINING,3.8,13.0,4352 Kingston Road,Japanese,30.0,Scarborough
473,Jugo Juice,BEVERAGE SHOP,,,300 Borough Drive,Beverages,20.0,Scarborough
474,Nawzar Meat Market,QUICK BITES,3.6,4.0,80 Ellesmere Road,Iranian,20.0,Scarborough
475,Koya Japan,QUICK BITES,3.6,7.0,300 Borough Drive,Fast Food,25.0,Scarborough
476,Annapurna's Mithai Shoppe,DESSERT PARLOR,,,1544 Warden Avenue,Desserts,15.0,Scarborough
477,Shanghai 360,Other,,,300 Borough Drive,Chinese,20.0,Scarborough
478,Hong Kong Style Tea & Fast Food,QUICK BITES,3.4,4.0,2301 Brimley Road,Chinese,25.0,Scarborough
479,"Kennedy Road, Scarborough",Other,,,CUISINES:,Indian,10.0,Scarborough
480,Cultures,QUICK BITES,2.8,4.0,300 Borough Drive,Healthy Food,25.0,Scarborough
481,Cho's Wok,CASUAL DINING,3.9,4.0,2500 Eglinton Avenue,Chinese,30.0,Scarborough
482,Joe & Lin Restaurant,CASUAL DINING,2.9,6.0,2306 Eglinton Avenue East,Caribbean,25.0,Scarborough
483,The Owl Of Minerva,CASUAL DINING,3.1,4.0,4733 Steeles Avenue E,Korean,25.0,Scarborough
484,D & R Wings,CASUAL DINING,,,325 Bamburgh Circle,Chinese,35.0,Scarborough
485,Southern China Restaurant,CASUAL DINING,3.3,5.0,448 Kennedy Road,Chinese,30.0,Scarborough
486,Pumpernickel's,QUICK BITES,,,200 Consilium Place,Deli,25.0,Scarborough
487,Bilal Halal Chicken & Pizza,QUICK BITES,3.7,6.0,3238 Eglinton Avenue East,Fast Food,30.0,Scarborough
488,Double Double,QUICK BITES,3.5,5.0,2950 Kennedy Road,Fast Food,25.0,Scarborough
489,La Prep,QUICK BITES,,,2867 Ellesmere Road,Cafe,25.0,Scarborough
490,Domino's,QUICK BITES,3.1,6.0,4053 Sheppard Avenue East,Fast Food,25.0,Scarborough
491,The Old House,CASUAL DINING,,,3 Glen Watford Drive,Chinese,25.0,Scarborough
492,Kapit Bahay,QUICK BITES,2.9,5.0,4218 Lawrence Avenue East,Fast Food,20.0,Scarborough
493,Lin's Chinese Bun,QUICK BITES,3.4,4.0,4188 Finch Avenue East,Northern Chinese,20.0,Scarborough
494,Lucky Lin's,CASUAL DINING,,,5633 Finch Avenue E,Chinese,35.0,Scarborough
495,Cafe D Taj,CASUAL DINING,,,3342 Danforth Avenue,Indian,30.0,Scarborough
496,The Birchcliff Coffee Bar,CAFÉ,,,1666 Kingston Road,Coffee and Cafe,,Scarborough
