Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
31 Kitchen,CASUAL DINING,3.0,21.0,"Finch & Leslie Square, 10 Ravel Road, North York M2H 1S8","Desserts, Chinese, Ice Cream",35.0,North York
Bar Burrito,QUICK BITES,3.0,43.0,"4918 Yonge Street, North York",Tex-Mex,25.0,North York
Il Fornello,CASUAL DINING,3.2,36.0,"Bayview Village Shopping Centre, Unit A21, 2901 Bayview Avenue, North York",Italian,65.0,North York
La Bamboche,CAFÉ,3.5,29.0,"1712 Avenue Road, North York M5M 3Y6","Cafe, Desserts, Bakery",20.0,North York
The Bagel House,CAFÉ,3.9,40.0,"1722 Avenue Road, North York M4T 1Y7",Cafe,20.0,North York
Cho Won Family Restaurant,CASUAL DINING,3.8,26.0,"17 Drewry Avenue, Toronto M2M 1C9","Korean, Asian",30.0,North York
Konjiki Ramen,FAST CASUAL,3.7,17.0,"5051 Yonge St, North York, ON M2N 5P2",Ramen,25.0,North York
Il Fornaro,CASUAL DINING,3.5,40.0,"1954 Avenue Road, North York M5M 4A1",Italian,90.0,North York
Georgy Porgy's,CASUAL DINING,3.5,40.0,"1448 Lawrence Avenue, North York M4A 2V6",Grill,65.0,North York
Belle,CASUAL DINING,3.8,29.0,"4949 Bathurst Street, North York M2R 1Y1",Middle Eastern,40.0,North York
Yoko Japanese,CASUAL DINING,3.9,31.0,"490 McNicoll Avenue, North York","Japanese, Sushi",50.0,North York
Hot Pot On Yonge,CASUAL DINING,3.2,9.0,"5441 Yonge Street, North York","Chinese, Asian",30.0,North York
Issmi,CASUAL DINING,3.9,27.0,"1984 Avenue Road, North York M5M 4A4","Sushi, Japanese, Asian",45.0,North York
Ichiban Fish House,CASUAL DINING,3.2,44.0,"15 Spring Garden Avenue, North York M2N 3G1","Sushi, Japanese, Asian",30.0,North York
Mistaan Sweets,QUICK BITES,3.9,23.0,"460 McNicoll Avenue, North York M2H 2E1",Indian,25.0,North York
Short & Sweet Cupcakes,DESSERT PARLOR,3.8,23.0,"1945 Avenue Road, North York M5M 4A2","Desserts, Bakery",15.0,North York
Great Eastern,CASUAL DINING,3.9,26.0,"2579 Victoria Park Avenue, North York M1T 1A4","Chinese, Hakka Chinese, Asian",30.0,North York
Jung Soo Nae,CASUAL DINING,2.9,13.0,"5754 Yonge Street, North York M2M 3T6","Korean, Asian",25.0,North York
Camarra,CASUAL DINING,3.9,31.0,"2899 Dufferin Street, North York M6B 3S7",Italian,50.0,North York
Burrito Boyz,QUICK BITES,3.9,32.0,"5314 Yonge Street, North York","Mexican, Fast Food",25.0,North York
Panino Cappuccino,CASUAL DINING,3.8,35.0,"3218 Weston Road, North York",Italian,,North York
ABC Bakery & Coffee Shop,BAKERY,3.4,12.0,"3618 Victoria Park Avenue, North York M2H 3S2","Bakery, Chinese",25.0,North York
Caribbean Heat,CASUAL DINING,3.8,28.0,"Finch and Keele Commercial Centre, 1300 Finch Avenue West, Unit 15, North York","Caribbean, Chinese, Asian",25.0,North York
Roses New York,CASUAL DINING,3.9,31.0,"6313 Yonge Street, North York M2M 3X7","Sandwich, Pizza, Iranian",45.0,North York
Nino D'Aversa Bakery,BAKERY,3.7,28.0,"1 Toro Road, North York M3J 2A4","Italian, Bakery",35.0,North York
Thai One On,CASUAL DINING,3.6,35.0,"861 York Mills Road, North York","Thai, Asian",45.0,North York
Taco Bell,QUICK BITES,3.5,27.0,"Fairview Mall, 1800 Sheppard Avenue East, North York","Fast Food, Mexican",20.0,North York
Zaffron,CASUAL DINING,3.3,33.0,"6200 Yonge Street, North York M2M 3X1","Italian, Iranian",50.0,North York
Five Guys,QUICK BITES,3.3,29.0,"865 York Mills Road, North York M3B 1Y6","Fast Food, Burger",25.0,North York
East Side Mario's,CASUAL DINING,2.7,23.0,"RioCan Marketplace, 2171 Steeles Avenue West, North York M3J 3N2","Italian, Canadian, Pizza",40.0,North York
Crazy Don,CASUAL DINING,2.9,15.0,5175 Yonge Street,"Japanese, Korean",,North York
Europe Bar and Restaurant,CASUAL DINING,3.9,22.0,"3030 Bathurst Street, North York M6B 3B6","Hungarian, Eastern European",70.0,North York
Katsuya,CASUAL DINING,3.7,11.0,"6048 Yonge Street, North York M2M 3W5","Japanese, Asian, Asian Fusion",30.0,North York
Hot Spicy Spicy,CASUAL DINING,3.4,20.0,"Finch & Leslie Square, 173 Ravel Road, North York M2H 1T1","Sichuan, Chinese, Asian",40.0,North York
Puck 'N Wings,CASUAL DINING,3.1,26.0,"5625 Yonge Street, North York M2M 3S9","American, Bar Food",65.0,North York
Gilaneh - The Westin Prince Toronto,CASUAL DINING,3.6,24.0,"The Westin Prince Toronto, 900 York Mills Road, North York M3B 3H2","Middle Eastern, Iranian",75.0,North York
Huh Ga Ne,CASUAL DINING,3.1,7.0,"19A Finch Avenue West, North York M2N","Korean, Asian",40.0,North York
Aji Sushi,CASUAL DINING,3.1,32.0,"1325 Finch Avenue West, North York","Sushi, Japanese, Asian",30.0,North York
Bagel World,QUICK BITES,3.9,32.0,"336 Wilson Avenue, North York M3H 1S9","Bakery, Cafe",20.0,North York
