,Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,District
1858,Purple Penguin Cafe,CAFÉ,3.6,37.0,889 Queen Street East,Cafe,25.0,Leslieville
1859,The Friendly Thai,CASUAL DINING,3.5,59.0,1218 Queen Street East,Thai,35.0,Leslieville
1860,Regency Restaurant,CASUAL DINING,3.8,43.0,1423 Gerrard Street East,Indian,35.0,Leslieville
1861,Bombay Chowpatty,QUICK BITES,2.9,34.0,1386 Gerrard Street East,Indian,25.0,Leslieville
1862,Casa Di Giorgio Ristorante,CASUAL DINING,3.9,43.0,1646 Queen Street East,Italian,55.0,Leslieville
1863,Hanoi 3 Seasons,CASUAL DINING,4.0,42.0,1135 Queen Street East,Vietnamese,40.0,Leslieville
1864,OK OK Diner,CASUAL DINING,3.2,41.0,1128 Queen Street East,Diner,25.0,Leslieville
1865,Lake Inez,BAR,3.6,20.0,1471 Gerrard Street E,Asian,75.0,Leslieville
1866,Gale's Snack Bar,QUICK BITES,3.9,20.0,539 Eastern Avenue,American,20.0,Leslieville
1867,Com Tam 168,CASUAL DINING,3.3,19.0,1018 Gerrard Street East,Vietnamese,35.0,Leslieville
1868,Maple Leaf Tavern,CASUAL DINING,3.2,13.0,955 Gerrard Street E,American,30.0,Leslieville
1869,Completo,QUICK BITES,3.5,34.0,5 Coady Avenue,Latin American,30.0,Leslieville
1870,Haandi,CASUAL DINING,3.6,34.0,1401 Gerrard Street East,Indian,40.0,Leslieville
1871,The Famous Indian Cuisine,CASUAL DINING,3.5,38.0,1437 Gerrard Street East,Indian,30.0,Leslieville
1872,Desmond & Beatrice,DESSERT PARLOR,3.7,22.0,388 Carlaw Avenue,Desserts,20.0,Leslieville
1873,Gautama,CASUAL DINING,3.5,37.0,1416 Gerrard Street East,Indian,40.0,Leslieville
1874,Chick-N-Joy,QUICK BITES,3.9,33.0,1483 Queen Street East,Fast Food,25.0,Leslieville
1875,Mean Bao.,QUICK BITES,3.2,17.0,"181A Carlaw Avenue, Toronto",Chinese,30.0,Leslieville
1876,Stratengers,BAR,3.1,36.0,1130 Queen Street East,Fast Food,50.0,Leslieville
1877,Chandni Chowk,QUICK BITES,3.9,20.0,1426 Gerrard Street East,Indian,25.0,Leslieville
1878,Mahar Restaurant,DESSERT PARLOR,3.8,20.0,1410 Gerrard Street East,Desserts,15.0,Leslieville
1879,Amato Pizza,QUICK BITES,3.7,30.0,1056 Queen Street East,Fast Food,25.0,Leslieville
1880,B&B Fish and Chips,QUICK BITES,3.5,23.0,1116 Queen Street East,British,25.0,Leslieville
1881,Tropical Joe's,BEVERAGE SHOP,3.8,18.0,1000 Gerrard Street East,Beverages,20.0,Leslieville
1882,YAYA,CASUAL DINING,3.4,18.0,1186 Queen Street East,American,30.0,Leslieville
1883,Eulalie's Corner Store,CASUAL DINING,3.3,15.0,1438 Gerrard Street East,American,35.0,Leslieville
1884,Sweet Bliss,DESSERT PARLOR,3.6,24.0,1304 Queen Street East,Desserts,15.0,Leslieville
1885,Pinkerton's Snack Bar,BAR,3.5,9.0,1026 Gerrard St East,American,,Leslieville
1886,Kibo Sushi House,CASUAL DINING,3.5,18.0,1169 Queen Street East,Japanese,45.0,Leslieville
1887,The Green Wood,CASUAL DINING,3.4,7.0,1402 Queen Street East,American,,Leslieville
1888,Double D's,Other,3.0,7.0,1020 Gerrard Street E,Fast Food,25.0,Leslieville
1889,Mad Dog Cafe,CAFÉ,3.7,17.0,817 Gerrard Street East,Cafe,35.0,Leslieville
1890,The Duke LIVE.com,CASUAL DINING,3.1,8.0,1225 Queen Street East,Bar Food,50.0,Leslieville
1891,Tea-N-Bannock,CASUAL DINING,3.7,6.0,1294 Gerrard Street East,First Nations,35.0,Leslieville
1892,Greta Solomon's,CASUAL DINING,,,1118 Queen Street East,French,70.0,Leslieville
1893,Karma's Kitchen,CASUAL DINING,3.5,7.0,1411 Gerrard Street East,Indian,25.0,Leslieville
1894,New Town Family Restaurant,CASUAL DINING,3.7,13.0,266 Coxwell Avenue,American,30.0,Leslieville
1895,Belmonte Raw,BEVERAGE SHOP,2.8,9.0,1022 Queen Street East,Beverages,30.0,Leslieville
1896,The Queen's Head Pub,BAR,3.1,10.0,1214 Queen Street East,Bar Food,45.0,Leslieville
1897,Hitch,BAR,3.3,11.0,1216 Queen Street East,Bar Food,40.0,Leslieville
1898,Thai Culture,CASUAL DINING,3.2,4.0,1455 Gerrard Street East,Thai,25.0,Leslieville
1899,The Social Gardener,CAFÉ,,,1326 Gerrard Street East,Cafe,20.0,Leslieville
1900,Lahore Grill & Fast Food,QUICK BITES,3.8,12.0,1274 Gerrard Street East,Pakistani,40.0,Leslieville
1901,Starbucks,CAFÉ,3.0,12.0,908 Queen Street East,Cafe,20.0,Leslieville
1902,Pizzeria Via Mercanti,FAST CASUAL,3.0,5.0,1505 Gerrard Street. E,Italian,20.0,Leslieville
1903,Grinder Coffee,CAFÉ,3.0,12.0,1021 Gerrard Street East,Cafe,25.0,Leslieville
1904,JP Restaurant Bar and Grill,CASUAL DINING,,,2 Coxwell Avenue,American,35.0,Leslieville
1905,Wong's Ice Cream,DESSERT PARLOR,3.6,6.0,617 Gerrard Street East,Desserts,20.0,Leslieville
1906,The Remarkable Bean,CAFÉ,,,1103 Queen Street East,Cafe,20.0,Leslieville
1907,Triple A Bar,BAR,2.7,5.0,1276 Queen Street East,BBQ,50.0,Leslieville
1908,McQueen's Pub,CASUAL DINING,3.4,10.0,993 Queen Street East,Bar Food,50.0,Leslieville
1909,Lahore Chaat & Paan House,QUICK BITES,3.7,8.0,1344 Gerrard Street East,Pakistani,25.0,Leslieville
1910,Infuse Cafe,CAFÉ,3.2,5.0,1000 Gerrard St E,Cafe,10.0,Leslieville
1911,Left Field Brewery,BAR,,,36 Wagstaff Drive,Bar Food,40.0,Leslieville
1912,British Style Fish & Chips,CASUAL DINING,3.7,4.0,73 Coxwell Avenue,British,25.0,Leslieville
1913,Radical Road Brewing Company,BAR,,,1177 Queen Street East,Bar Food,45.0,Leslieville
1914,Flying Pony,BAKERY,3.1,5.0,1481 Gerrard Street East,Bakery,15.0,Leslieville
1915,Chula Taberna Mexicana,CASUAL DINING,3.6,5.0,1058 Gerrard Street East,Mexican,55.0,Leslieville
1916,Kabul Kebab House,QUICK BITES,,,"1324B Gerrard Street East, Toronto",Middle Eastern,20.0,Leslieville
1917,Eadrey Foods,CASUAL DINING,3.5,5.0,1129 Queen Street East,American,30.0,Leslieville
1918,Taste Of Tandooree And Sweets,CASUAL DINING,3.0,4.0,1330 Gerrard Street East,Indian,35.0,Leslieville
1919,Dundas & Carlaw,CAFÉ,,,1173 Dundas Street East,Cafe,30.0,Leslieville
1920,The Pantry Fine Cheese,QUICK BITES,3.6,6.0,1620 Gerrard Street East,American,20.0,Leslieville
1921,Eastbound Brewing Company,Other,3.6,4.0,700 Queen Street E,Bar Food,25.0,Leslieville
1922,Food Dudes Pantry,QUICK BITES,3.3,5.0,24 Carlaw Avenue,Healthy Food,40.0,Leslieville
1923,Wendy's,FAST FOOD,2.7,7.0,731 Eastern Avenue,Fast Food,20.0,Leslieville
1924,It's the Icing on the Cake,BAKERY,2.6,5.0,1238 Queen Street East,Bakery,15.0,Leslieville
1925,Fruitful,QUICK BITES,,,327 Carlaw Avenue,American,30.0,Leslieville
1926,Crowded House,CASUAL DINING,,,1161 Queen Street East,Mediterranean,35.0,Leslieville
1927,Two Headed Dog,BAR,3.0,4.0,1469 Gerrard Street E,Bar Food,25.0,Leslieville
1928,Yummy House,QUICK BITES,3.2,4.0,234 Jones Avenue,American,20.0,Leslieville
1929,WAYLA Bar,BAR,,,996 Queen Street East,Bar Food,50.0,Leslieville
1930,Subway,QUICK BITES,2.8,4.0,828 Eastern Avenue,Fast Food,20.0,Leslieville
1931,Pilot Roastery & Tasting Bar,CAFÉ,,,50 Wagstaff Drive,Cafe,20.0,Leslieville
1932,Tim Hortons,CAFÉ,,,731 Eastern Avenue,American,20.0,Leslieville
1933,Wynona,FAST CASUAL,,,819 Gerrard St E,Italian,30.0,Leslieville
1934,The Donut Factory,QUICK BITES,,,101 Pape Avenue,Cafe,15.0,Leslieville
1935,241 Pizza,QUICK BITES,3.2,4.0,1016 Gerrard Street East,Fast Food,30.0,Leslieville
1936,District 28,CAFÉ,,,28 Logan Avenue,Cafe,25.0,Leslieville
1937,Sideshow Cafe,CAFÉ,,,1300 Gerrard Street East,Cafe,20.0,Leslieville
1938,Raspberry Cafe,CAFÉ,,,1201 Dundas Street East,Cafe,15.0,Leslieville
1939,Gare De L'Est,CASUAL DINING,,,1190 Dundas Street E,French,30.0,Leslieville
1940,The Dock On Queen,CAFÉ,,,932 Queen St E,Cafe,25.0,Leslieville
1941,Bar Burrito,QUICK BITES,,,1000 Gerrard Street East,American,25.0,Leslieville
1942,My Little Dumplings,QUICK BITES,,,1372 Queen Street East,,20.0,Leslieville
1943,My Bar & Restaurant,BAR,,,936 Gerrard Street East,Bar Food,30.0,Leslieville
1944,Any Direct Flight,CAFÉ,,,1382 Queen Street East,Cafe,25.0,Leslieville
1945,Real Fruit Bubble Tea,BEVERAGE SHOP,,,1000 Gerrard Street East,Bubble Cafe,15.0,Leslieville
1946,Shish,CASUAL DINING,,,1225 Queen Street East,Middle Eastern,35.0,Leslieville
1947,Icy Spicy Fusion Restaurant,QUICK BITES,,,99 Pape Avenue,Chinese,25.0,Leslieville
1948,India Paan,QUICK BITES,,,1427 Gerrard Street East,Indian,15.0,Leslieville
1949,Kristapsons,CASUAL DINING,,,1095 Queen St East,Seafood,45.0,Leslieville
1950,Mission Works,CASUAL DINING,,,1346 Queen Street East,Indian,40.0,Leslieville
1951,KFC,QUICK BITES,,,1000 Gerrard Street East,Fast Food,25.0,Leslieville
1952,Jenny's Place,BAR,,,1338 Gerrard Street East,Bar Food,30.0,Leslieville
1953,G.G Bar & Eatery,BAR,,,1281 Gerrard Street East,Bar Food,40.0,Leslieville
1954,Coffee Time,CAFÉ,,,255 Coxwell Avenue,Cafe,25.0,Leslieville
1955,Blackjack BBQ,CASUAL DINING,,,1044 Gerrard Street East.,American,40.0,Leslieville
1956,Polly Anna,CASUAL DINING,,,1054 Gerrard Street E,American,40.0,Leslieville
1957,"Gerrard Street East, Leslieville",Other,,,CUISINES:,Indian,80.0,Leslieville
1958,Swiss Chalet Express,CASUAL DINING,,,1641 Queen Street East,American,40.0,Leslieville
1959,Banh Mi Huy Ky,QUICK BITES,,,1046 Gerrard Street East,Vietnamese,15.0,Leslieville
1960,GB Hand-Pulled Noodles,Other,,,1024 Gerrard Street East Toronto,Japanese,25.0,Leslieville
1961,Apropo,CAFÉ,,,1000 Gerrard Street East,Cafe,15.0,Leslieville
1962,Lahori Taste & Burger House,QUICK BITES,,,1346 Gerrard Street East,Pakistani,35.0,Leslieville
1963,Godspeed Brewery,Other,,,242 Coxwell Avenue,Bar Food,65.0,Leslieville
1964,Butter Chicken Roti,CASUAL DINING,,,1610 Queen Street East,Indian,30.0,Leslieville
1965,Asian Gourmet,QUICK BITES,,,1000 Gerrard Street East,Fast Food,25.0,Leslieville
1966,Sansotei Ramen,CASUAL DINING,4.6,413.0,179 Dundas Street West,Japanese,40.0,Discovery District
1967,Japango,CASUAL DINING,4.4,345.0,122 Elizabeth Street,Japanese,120.0,Discovery District
1968,Uncle Tetsu's Japanese Cheesecake,DESSERT PARLOR,4.2,192.0,598 Bay Street,Desserts,15.0,Discovery District
1969,Fresh,FAST CASUAL,4.2,236.0,326 Bloor Street West,Healthy Food,40.0,Discovery District
1970,Don Don Izakaya,CASUAL DINING,3.3,180.0,130 Dundas Street West,Japanese,45.0,Discovery District
1971,Lai Wah Heen - DoubleTree by Hilton Hotel Toronto...,FINE DINING,4.2,137.0,108 Chestnut Steet,Chinese,100.0,Discovery District
1972,Kenzo Ramen,CASUAL DINING,4.1,193.0,138 Dundas Street West,Japanese,30.0,Discovery District
1973,TSUJIRI,BEVERAGE SHOP,3.8,51.0,147 Dundas Street W,Cafe,10.0,Discovery District
1974,Yueh Tung,CASUAL DINING,3.9,106.0,126 Elizabeth Street,Chinese,45.0,Discovery District
1975,Kyoto House,CASUAL DINING,3.4,117.0,143 Dundas Street West,Japanese,45.0,Discovery District
1976,Nando's,CASUAL DINING,3.8,68.0,832 Bay Street,Portuguese,25.0,Discovery District
1977,Epicure City BOM,CASUAL DINING,3.9,62.0,72 Gerrard Street West,Korean,30.0,Discovery District
1978,Hong Shing,CASUAL DINING,3.9,65.0,195 Dundas Street West,Chinese,40.0,Discovery District
1979,Tosto Quickfire Pizza Pasta,CASUAL DINING,3.1,41.0,800 Bay St,Italian,40.0,Discovery District
1980,Mercatto,CASUAL DINING,3.8,75.0,101 College Street,Italian,65.0,Discovery District
1981,Gyugyuya,CASUAL DINING,3.6,49.0,177 Dundas Street West,Japanese,30.0,Discovery District
1982,Bombay Street Food,QUICK BITES,3.2,32.0,828 Bay Street,Indian,,Discovery District
1983,Piano Piano Restaurant,CASUAL DINING,3.5,23.0,88 Harbord Street,Italian,,Discovery District
1984,Torch Sushi & Bento,CASUAL DINING,3.8,46.0,187 Dundas Street West,Japanese,45.0,Discovery District
1985,Bapbo,CASUAL DINING,3.5,31.0,142 Dundas Street West,Korean,45.0,Discovery District
1986,Pig Out BBQ,QUICK BITES,3.7,23.0,650 Spadina Avenue,BBQ,30.0,Discovery District
1987,Evergreen,CASUAL DINING,3.8,44.0,175 Dundas Street West,Thai,40.0,Discovery District
1988,Eggsmart,CASUAL DINING,3.7,44.0,645 Bay Street,Diner,30.0,Discovery District
1989,Fügo Desserts,DESSERT PARLOR,3.4,20.0,205 Dundas Street W,Desserts,20.0,Discovery District
1990,Wah Too Seafood Restaurant,CASUAL DINING,3.7,34.0,58 Centre Avenue,Chinese,30.0,Discovery District
1991,Daddyo's,CASUAL DINING,3.8,44.0,673 Spadina Avenue,Italian,35.0,Discovery District
1992,The Tea Room - The Windsor Arms,CAFÉ,2.8,25.0,18 St. Thomas Street,Cafe,100.0,Discovery District
1993,Prenup Pub,CASUAL DINING,3.3,29.0,191 College Street,Bar Food,60.0,Discovery District
1994,Cora Pizza,QUICK BITES,3.9,57.0,656 Spadina Avenue,Fast Food,35.0,Discovery District
1995,Yutaka,CASUAL DINING,3.5,24.0,157 Dundas Street West,Japanese,60.0,Discovery District
1996,Indian Biriyani House,QUICK BITES,2.7,41.0,181 Dundas Street West,Indian,30.0,Discovery District
1997,Matagali,CASUAL DINING,3.8,31.0,69 Elm Street,Indian,40.0,Discovery District
1998,The Living Room - Windsor Arms,CASUAL DINING,3.5,31.0,18 St. Thomas Street,American,110.0,Discovery District
1999,Pho Orchid,CASUAL DINING,2.8,35.0,124 Chestnut Street,Vietnamese,30.0,Discovery District
2000,Osgoode Hall,CASUAL DINING,3.7,22.0,130 Queen Street West,French,60.0,Discovery District
2001,Gallery Grill,FINE DINING,3.6,17.0,7 Hart House Circle,American,80.0,Discovery District
2002,Sushi House,CASUAL DINING,2.8,33.0,209 Dundas Street West,Japanese,35.0,Discovery District
2003,Pizzeria Via Mercanti,CASUAL DINING,3.5,14.0,87 Elm Street,Italian,55.0,Discovery District
2004,Uncle Tetsu's Angel Café,CAFÉ,3.6,13.0,191 Dundas Street West,Japanese,,Discovery District
2005,Rolltation,FAST CASUAL,2.9,20.0,207 Dundas Street W,Japanese,20.0,Discovery District
2006,Ein-Stein,BAR,3.6,42.0,229 College Street,Bar Food,50.0,Discovery District
2007,Platito,CASUAL DINING,3.2,9.0,35 Baldwin Street,Soul Food,,Discovery District
2008,Jimmy's Coffee,CAFÉ,3.6,20.0,84 Gerrard Street West,Cafe,15.0,Discovery District
2009,Aroma Espresso Bar,CAFÉ,3.2,15.0,562 Bay Street,Cafe,25.0,Discovery District
2010,Meli Baklava & Chocolate Bar,DESSERT PARLOR,3.4,10.0,123 Queen St West,Desserts,15.0,Discovery District
2011,Papa Ceo,QUICK BITES,3.2,36.0,654 Spadina Avenue,Fast Food,30.0,Discovery District
2012,O'Grady's,BAR,3.0,27.0,171 College Street,Bar Food,40.0,Discovery District
2013,New Treasure Restaurant,CASUAL DINING,3.7,20.0,150 Dundas Street West,Chinese,25.0,Discovery District
2014,Fox & Fiddle,CASUAL DINING,2.3,31.0,280 Bloor Street West,Bar Food,55.0,Discovery District
2015,Poké Guys,FAST CASUAL,3.4,15.0,112 Elizabeth Street,Japanese,15.0,Discovery District
2016,Coconut Grove,QUICK BITES,3.3,23.0,183 Dundas Street West,Caribbean,30.0,Discovery District
2017,BnB - Sheraton Centre,CASUAL DINING,2.9,23.0,123 Queen Street West,American,70.0,Discovery District
2018,Bubble Tease,BEVERAGE SHOP,3.2,12.0,111 Dundas Street West,Bubble Cafe,15.0,Discovery District
2019,Hemispheres Restaurant & Bistro - DoubleTree by...,CASUAL DINING,3.6,20.0,110 Chestnut Street,American,90.0,Discovery District
2020,Second Cup,CAFÉ,2.8,19.0,179 College Street,Cafe,10.0,Discovery District
2021,Harvest Noon,QUICK BITES,3.7,5.0,16 Bancroft Avenue,Healthy Food,20.0,Discovery District
2022,Sammy's Student Exchange,QUICK BITES,3.3,17.0,7 Hart House Circle,Mediterranean,25.0,Discovery District
2023,Me.n.u Food Truck,Other,3.6,7.0,Location Varies,Asian,25.0,Discovery District
2024,Hero Certified Burgers,FAST CASUAL,2.0,17.0,200 Elizabeth Street,American,25.0,Discovery District
2025,Zeytouna,QUICK BITES,2.8,9.0,171 Dundas Street West,Mediterranean,30.0,Discovery District
2026,The Saj,QUICK BITES,3.1,14.0,199 College Street,Mediterranean,20.0,Discovery District
2027,Thai Express,QUICK BITES,2.8,11.0,505 University Avenue,Thai,25.0,Discovery District
2028,The Green Beet,CAFÉ,,,9 Kings College Circle,Cafe,20.0,Discovery District
2029,Top Sushi,CASUAL DINING,2.2,5.0,185 College Street,Japanese,30.0,Discovery District
2030,Cultures,QUICK BITES,3.6,12.0,505 University Avenue,Healthy Food,25.0,Discovery District
2031,Ned's Cafe,CAFÉ,3.6,10.0,150 Charles Street West,Cafe,20.0,Discovery District
2032,Timothy's,CAFÉ,2.7,8.0,425 University Avenue,Cafe,25.0,Discovery District
2033,Tim Hortons,CAFÉ,3.6,10.0,481 University Avenue,American,20.0,Discovery District
2034,Varsity Deli,QUICK BITES,2.8,5.0,364 Huron Street,Korean,15.0,Discovery District
2035,Innis Cafe,CAFÉ,3.3,6.0,2 Sussex Avenue,Cafe,20.0,Discovery District
2036,Subway,QUICK BITES,3.5,10.0,1102 Bay Street,Fast Food,20.0,Discovery District
2037,Starbucks,CAFÉ,2.3,11.0,205 College Street,Cafe,20.0,Discovery District
2038,Cafe On The Square,CAFÉ,3.4,5.0,100 Queen Street West,Cafe,25.0,Discovery District
2039,Burger King,FAST FOOD,2.4,8.0,267 College Street,Fast Food,20.0,Discovery District
2040,Smoke's Weinerie,QUICK BITES,,,457 Spadina Avenue,Fast Food,25.0,Discovery District
2041,Coffee Public,CAFÉ,,,800 Bay Street,Cafe,20.0,Discovery District
2042,Curbside Deliciousness,Other,,,"Location Varies, Toronto",International,43.0,Discovery District
2043,Quick Pita,QUICK BITES,,,199 College Street,Fast Food,15.0,Discovery District
2044,Howard Ferguson Dining Hall,CASUAL DINING,,,75 St. George Street,American,30.0,Discovery District
2045,Pumpernickel's,CAFÉ,,,101 College Street,Cafe,35.0,Discovery District
2046,B Espresso Bar,CAFÉ,,,273 Bloor Street West,Cafe,25.0,Discovery District
2047,Sandwich Delight,QUICK BITES,2.6,5.0,85 Grenville Street,Deli,25.0,Discovery District
2048,The Exchange Cafe,CAFÉ,,,95 St. George Street,Cafe,25.0,Discovery District
2049,Mr. Sub,QUICK BITES,2.6,5.0,267 College Street,Fast Food,25.0,Discovery District
2050,Pronto Cafe,CAFÉ,,,790 Bay Street,Italian,,Discovery District
2051,Pizza Pizza,QUICK BITES,,,1 Kings College Circle,Fast Food,25.0,Discovery District
2052,Veda,CASUAL DINING,,,569 Spadina Crescent,Indian,35.0,Discovery District
2053,Diabolos' Coffee Bar,CAFÉ,,,15 Kings College Circle,Cafe,20.0,Discovery District
2054,Booster Juice,QUICK BITES,,,257 College Street,Beverages,20.0,Discovery District
2055,Mustache Burger,Other,,,Location Varies,American,,Discovery District
2056,Tim Hortons,CAFÉ,,,555 University Avenue M5G1X8,Cafe,20.0,Discovery District
2057,GSU Pub,BAR,,,16 Bancroft Avenue,Bar Food,30.0,Discovery District
2058,Anoush,QUICK BITES,,,101 College Street,Middle Eastern,25.0,Discovery District
2059,Fat Bastard Burrito,QUICK BITES,,,187 College street,Mexican,25.0,Discovery District
2060,Teriyaki Experience,QUICK BITES,,,101 College Street,Japanese,20.0,Discovery District
2061,Freshii,QUICK BITES,,,525 University Avenue,Healthy Food,30.0,Discovery District
2062,Druxy's Famous Deli,QUICK BITES,,,123 Edward Street,Fast Food,25.0,Discovery District
2063,The Cube Café,CAFÉ,,,40 St. George Street,Cafe,20.0,Discovery District
2064,Hard Hat Café,CAFÉ,,,10 Kings College Road,Cafe,20.0,Discovery District
2065,Java Joe's,CAFÉ,,,180 Dundas Street West,Cafe,15.0,Discovery District
2066,Sushi by Bento Nouveau,QUICK BITES,,,101 College Street,Japanese,25.0,Discovery District
2067,Sultan's,Other,,,130 St. George Street,Lebanese,25.0,Discovery District
2068,Bene Pasta,QUICK BITES,,,130 St. George Street,Italian,20.0,Discovery District
2069,Shish Kebab Grill,QUICK BITES,,,112 Dundas Street West,Mediterranean,25.0,Discovery District
2070,POD Express,QUICK BITES,,,255 Huron Street,Cafe,20.0,Discovery District
2071,Some Time Seafood Chinese Restaurant,CASUAL DINING,,,43 Baldwin Street,Seafood,25.0,Discovery District
2072,Gift Shop,BAR,,,89-B Ossington Avenue,American,40.0,Discovery District
2073,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Other,,,100 Street. George Street,Coffee and Cafe,15.0,Discovery District
2074,Second Cup Coffee Co.,Other,,,144 College Street,Coffee and Cafe,15.0,Discovery District
2075,Second Cup Coffee Co.,Other,,,214 College Street.,Coffee and Cafe,15.0,Discovery District
2076,Second Cup Coffee Co.,Other,,,119 Street. George Street,Coffee and Cafe,15.0,Discovery District
2077,Manpuku,CASUAL DINING,4.5,196.0,105 McCaul Street,Japanese,30.0,Grange Park
2078,Swatow Restaurant,CASUAL DINING,4.4,178.0,309 Spadina Avenue,Chinese,25.0,Grange Park
2079,Little Nicky's Coffee,CAFÉ,4.3,115.0,375 Queen Street West,Cafe,20.0,Grange Park
2080,Ema-Tei,CASUAL DINING,4.1,158.0,30 St. Patrick Street,Japanese,60.0,Grange Park
2081,House of Gourmet,CASUAL DINING,3.9,121.0,484 Dundas Street West,Chinese,40.0,Grange Park
2082,Karine's Fresh,Other,4.2,85.0,109 McCaul Street,Healthy Food,20.0,Grange Park
2083,Me Va Me,CASUAL DINING,3.8,68.0,240 Queen Street West,Mediterranean,35.0,Grange Park
2084,AGO Bistro @ The Art Gallery of Ontario,CASUAL DINING,4.2,105.0,317 Dundas Street West,,100.0,Grange Park
2085,Sin & Redemption,CASUAL DINING,3.7,99.0,136 McCaul Street,Belgian,60.0,Grange Park
2086,Midi Bistro,CASUAL DINING,4.0,63.0,168 McCaul Street,French,70.0,Grange Park
2087,New Sky Restaurant,CASUAL DINING,4.1,74.0,353 Spadina Avenue,Chinese,35.0,Grange Park
2088,Rivoli,CASUAL DINING,3.9,85.0,332 Queen Street West,Asian,50.0,Grange Park
2089,Peter Pan Bistro,CASUAL DINING,3.8,38.0,373 Queen Street West,European,80.0,Grange Park
2090,Village Idiot Pub,BAR,3.9,80.0,126 McCaul Street,Bar Food,60.0,Grange Park
2091,Mean Bao.,Other,3.3,51.0,275 Dundas Street West,Chinese,30.0,Grange Park
2092,Seor Ak San,CASUAL DINING,3.9,54.0,357 Spadina Avenue,Korean,30.0,Grange Park
2093,Black Bull Tavern,BAR,3.5,71.0,298 Queen Street West,Bar Food,45.0,Grange Park
2094,Krispy Kreme,DESSERT PARLOR,3.7,46.0,164 McCaul Street,Desserts,20.0,Grange Park
2095,OCHO - Hotel OCHO,CASUAL DINING,3.8,37.0,195 Spadina Avenue,American,65.0,Grange Park
2096,The Rex Hotel Jazz and Blues Bar,CASUAL DINING,3.9,34.0,194 Queen Street West,Bar Food,40.0,Grange Park
2097,Arctic Bites,DESSERT PARLOR,3.2,17.0,21 Baldwin Street,Desserts,,Grange Park
2098,Anh Dao,CASUAL DINING,3.4,45.0,383 Spadina Avenue,Vietnamese,,Grange Park
2099,Yummy Yummy Dumplings,CASUAL DINING,3.2,27.0,79 Huron Street,Northern Chinese,25.0,Grange Park
2100,Art Square Cafe,CAFÉ,3.5,35.0,334 Dundas Street West,Cafe,30.0,Grange Park
2101,Light Cafe,CAFÉ,3.0,12.0,23 Baldwin Street,Cafe,,Grange Park
2102,Stelvio,CASUAL DINING,3.4,18.0,354 Queen Street West,Italian,75.0,Grange Park
2103,Provo FoodBar,CASUAL DINING,3.0,20.0,308 Dundas Street West,Italian,35.0,Grange Park
2104,Crêpes Club,CASUAL DINING,3.7,25.0,49 Baldwin Street,European,25.0,Grange Park
2105,Origination Chinese Noodle House,CASUAL DINING,3.3,12.0,421 Dundas Street West,Northern Chinese,30.0,Grange Park
2106,Little Sheep Mongolian Hot Pot,CASUAL DINING,3.1,19.0,421 Dundas Street West,Chinese,50.0,Grange Park
2107,Charidise,CAFÉ,3.2,13.0,27 Baldwin Street,Cafe,30.0,Grange Park
2108,Gallery Sushi,CASUAL DINING,3.8,29.0,275 Dundas Street West,Japanese,45.0,Grange Park
2109,Avenue Cafe & Bistro,CAFÉ,3.3,34.0,480 University Avenue,Cafe,35.0,Grange Park
2110,Cafe Plenty,CAFÉ,3.6,30.0,250 Dundas Street West,Cafe,20.0,Grange Park
2111,Daily Press Juicery,BEVERAGE SHOP,3.1,14.0,200 Queen Street West,Beverages,20.0,Grange Park
2112,Chine Legendary Hot Pot & Noodles,CASUAL DINING,3.5,9.0,327 Spadina Avenue,Chinese,45.0,Grange Park
2113,Est West,Other,3.2,31.0,700 University Avenue,American,20.0,Grange Park
2114,Horseshoe Tavern,BAR,3.6,31.0,370 Queen Street West,Bar Food,70.0,Grange Park
2115,Salmon Lovers,CASUAL DINING,3.2,14.0,294 Dundas Street West,Japanese,50.0,Grange Park
2116,Sichuan Garden,CASUAL DINING,3.3,21.0,359 Spadina Avenue,Chinese,30.0,Grange Park
2117,Wafflian,DESSERT PARLOR,3.1,11.0,109 McCaul Street,Desserts,25.0,Grange Park
2118,Ding Dong Pastries & Cafe,BAKERY,3.5,22.0,321 Spadina Avenue,Bakery,10.0,Grange Park
2119,Crimson Teas,CAFÉ,3.5,15.0,415 Spadina Avenue,Cafe,20.0,Grange Park
2120,Sizzler Kabab,QUICK BITES,3.5,14.0,381 Spadina Avenue,Pakistani,20.0,Grange Park
2121,Grossman's Tavern,BAR,3.3,19.0,379 Spadina Avenue,Bar Food,40.0,Grange Park
2122,Sang's Great Seafood,CASUAL DINING,3.5,14.0,343 Spadina Avenue,Chinese,30.0,Grange Park
2123,Ten Mile Aroma,CASUAL DINING,3.3,17.0,428 Dundas Street West,Northern Chinese,35.0,Grange Park
2124,Pizzaiolo,QUICK BITES,3.9,16.0,289 Dundas Street West,Fast Food,30.0,Grange Park
2125,The Fresh Italian Eatery,Other,3.6,9.0,275 Dundas Street West,Italian,20.0,Grange Park
2126,A & W,QUICK BITES,3.7,12.0,372 Queen Street West,American,25.0,Grange Park
2127,Red Eye Espresso,CAFÉ,3.5,11.0,29 McCaul Street,Cafe,15.0,Grange Park
2128,A-game Café,CAFÉ,3.5,5.0,240 Queen Street West,Cafe,20.0,Grange Park
2129,Starbucks,CAFÉ,3.9,15.0,316 Queen Street West,Cafe,20.0,Grange Park
