Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Sofra,CASUAL DINING,3.5,22.0,"380 Tower Hill Road, Richmond Hill L4E 0T8",Mediterranean,40.0,Richmond Hill
Aneal's Taste of the Islands,CASUAL DINING,3.6,18.0,10220 Yonge Street L4C 3B6,Caribbean,30.0,Richmond Hill
Full House Desserts,DESSERT PARLOR,3.7,17.0,"Richlane Mall, 9425 Leslie Street, Unit 12, Richmond Hill L4B 3N7","Desserts, Chinese",20.0,Richmond Hill
Zen Cafe & Lounge,CAFÉ,3.5,11.0,"Richlane Mall, 9425 Leslie Street, Richmond Hill","Cafe, Desserts",25.0,Richmond Hill
St. Louis Bar & Grill,CASUAL DINING,3.5,27.0,"10620 Yonge Street, Unit 16, Richmond Hill L4C 3C8","Bar Food, Grill",40.0,Richmond Hill
Alexander's Restaurant,QUICK BITES,3.8,21.0,"10 East Wilmot Street, Richmond Hill",Fast Food,25.0,Richmond Hill
Falcon and Firkin,CASUAL DINING,2.8,19.0,"10300 Yonge Street, Richmond Hill",Bar Food,65.0,Richmond Hill
Hero Certified Burgers,QUICK BITES,3.8,29.0,"9625 Yonge Street, Richmond Hill","Burger, Sandwich",25.0,Richmond Hill
Hatam,CASUAL DINING,3.1,20.0,"10158 Yonge Street, Richmond Hill","Middle Eastern, Iranian",35.0,Richmond Hill
Dickens Cafe,CASUAL DINING,3.5,11.0,"Richlane Mall, 9425 Leslie Street, Richmond Hill",Hong Kong Style,35.0,Richmond Hill
Han Mi Jeong,CASUAL DINING,3.2,6.0,"9425 Leslie Street, Richmond Hill L4B 3N7","Korean, Asian",25.0,Richmond Hill
Alice Bakery,BAKERY,3.9,18.0,"13461 Yonge Street, Richmond Hill",Bakery,25.0,Richmond Hill
Eggsmart,CASUAL DINING,3.1,24.0,"155 East Beaver Creek Road, Richmond Hill",Diner,30.0,Richmond Hill
That's Italian Express,CASUAL DINING,3.4,23.0,"10447 Yonge Street, Richmond Hill L4C 3C2",Italian,40.0,Richmond Hill
Pizza Hut,CASUAL DINING,3.2,20.0,"9580 Yonge Street, Richmond Hill","Pizza, Fast Food",25.0,Richmond Hill
Chopstix And Rice,QUICK BITES,3.8,19.0,"9665 Bayview Avenue, Richmond Hill L4C 9V4",Chinese,35.0,Richmond Hill
Maxim,CASUAL DINING,2.6,23.0,"9665 Bayview Avenue, Richmond Hill L4C 9V4","European, Bakery, Desserts",50.0,Richmond Hill
Goldsor Restaurant,CASUAL DINING,2.9,16.0,"Times Square, 550 Highway 7 East, Unit 68-69, Richmond Hill","Hong Kong Style, Chinese, Asian",25.0,Richmond Hill
Kako Kabab,CASUAL DINING,3.9,15.0,"9184 Yonge St. Suite 16, Richmond Hill L4C 7A1",Iranian,25.0,Richmond Hill
Taftan Kebab,QUICK BITES,3.9,22.0,"9625 Yonge Street, Richmond HIll",Middle Eastern,20.0,Richmond Hill
Ti Amo Gelato & Cafe,DESSERT PARLOR,3.7,12.0,"10255 Yonge Street, Richmond Hill","Desserts, Ice Cream, Cafe, Bubble Tea",15.0,Richmond Hill
Mister Moon's,CASUAL DINING,3.8,24.0,"13311 Yonge Street, Richmond Hill L4E 3L6","Chinese, Asian",35.0,Richmond Hill
Ming Cuisine,CASUAL DINING,3.4,4.0,"1 Spadina Road, Richmond Hill L4B 3M2","Cantonese, Chinese",45.0,Richmond Hill
Hong Far Cafe Inc.,CASUAL DINING,3.6,14.0,"Richlane Mall, 9425 Leslie Street, Richmond Hill","Cantonese, Chinese, Asian",35.0,Richmond Hill
Kum Hong BBQ,QUICK BITES,3.8,10.0,"Doncrest Market Village Plaza, 420 Highway 7 East, Richmond Hill","Chinese, Asian",25.0,Richmond Hill
Pardis,QUICK BITES,3.9,18.0,"9325 Yonge Street, Richmond Hill L4C 1V4",Iranian,30.0,Richmond Hill
Wimpy's Diner,CASUAL DINING,3.6,26.0,"10800 Bayview Avenue, Richmond Hill",Diner,30.0,Richmond Hill
Dynasty,QUICK BITES,3.4,18.0,"10 Headdon Gate, Richmond Hill L4C 8A2",Asian,35.0,Richmond Hill
Bayview Kitchen,CASUAL DINING,3.2,18.0,"815 Major Mackenzie Drive E, Unit 4, Richmond Hill L4C 9X2","Chinese, Asian",30.0,Richmond Hill
Nak Won,CASUAL DINING,3.2,17.0,"9625 Yonge Street, Richmond Hill","Korean, Asian",50.0,Richmond Hill
Chi Star House,CASUAL DINING,2.9,11.0,"9021 Leslie Street, Richmond Hill","Hong Kong Style, Cantonese, Chinese, Asian",35.0,Richmond Hill
Lucullus Bakery,BAKERY,3.9,17.0,"328 Highway 7 East, Unit 19, Richmond Hill",Bakery,10.0,Richmond Hill
Maria's Kitchen,QUICK BITES,3.9,13.0,"588 Edward Avenue, Richmond Hill",Italian,13.0,Richmond Hill
Big Daddy's,CASUAL DINING,3.8,12.0,"460 Elgin Mills Road East, Richmond Hill L4C 5E7","Burger, Bar Food",30.0,Richmond Hill
Swiss Chalet,CASUAL DINING,3.9,17.0,"Hillcrest Mall, 9350 Yonge Street, Richmond Hill","Canadian, Grill, Beverages",40.0,Richmond Hill
Little House Of Kebobs,QUICK BITES,3.7,17.0,"1480 Major Mackenzie Drive E, Unit C9, Richmond Hill L4S 0A1","Grill, Middle Eastern",30.0,Richmond Hill
Ten Ren's Tea,BEVERAGE SHOP,2.8,5.0,"SmartCentres Richmond Hill, 1070 Major Mackenzie Drive East, Unit 110, Richmond Hill","Bubble Tea, Beverages, Chinese",35.0,Richmond Hill
Pho Tai Bac,CASUAL DINING,3.2,6.0,"9555 Yonge Street, Suite 14, Richmond Hill L4C 9M5",Vietnamese,25.0,Richmond Hill
General Thai & Chinese Cuisine,QUICK BITES,3.7,17.0,"11000 Yonge Street, Unit 2, Richmond Hill","Thai, Chinese",30.0,Richmond Hill
Toshi Ryoriten,CASUAL DINING,3.4,5.0,"1380 Major Mackenzie Drive E, Richmond Hill L4S 0A1","Japanese, Sushi",,Richmond Hill
Taste Of Mediterranean,QUICK BITES,3.7,18.0,"16 Vogell Road, Richmond Hill",Mediterranean,25.0,Richmond Hill
Big Boy's Burgers,QUICK BITES,3.7,17.0,"10626 Bayview Avenue, Richmond Hill",Fast Food,25.0,Richmond Hill
Oregano By Cirillo's,CASUAL DINING,3.0,11.0,"Upper Yonge Place, 10909 Yonge Street, Unit 1, Richmond Hill L4C 3E3","Italian, Pizza, Seafood",65.0,Richmond Hill
Oyaji Sushi,CASUAL DINING,3.2,9.0,"10341 Yonge Street, Richmond Hill","Japanese, Korean, Sushi",50.0,Richmond Hill
Lucky Season,CASUAL DINING,3.5,12.0,"550 Highway 7 East, Unit 80, Richmond Hill","Dim Sum, Cantonese, Chinese, Asian",40.0,Richmond Hill
Louis XIV Cake Boutique,DESSERT PARLOR,3.1,11.0,"Times Square, 550 Highway 7, Unit 67, Richmond Hill",Desserts,15.0,Richmond Hill
McDonald's,QUICK BITES,3.2,20.0,"SmartCentres Richmond Hill, 1070 Major Mackenzie Drive East, Inside Walmart, Richmond Hill",Fast Food,25.0,Richmond Hill
My Wonderful Kitchen,CASUAL DINING,,,"350 Highway 7 East #101, Richmond Hill, ON L4B 3N2",Chinese,30.0,Richmond Hill
Lago Italian Bakery,BAKERY,3.7,14.0,"12930 Yonge Street, Unit 1, Richmond Hill","Bakery, Cafe, Italian",25.0,Richmond Hill
Billy Bakery & Cafe,CASUAL DINING,3.6,14.0,"9665 Bayview Avenue, Unit 16, Richmond Hill","Hong Kong Style, Cantonese, Chinese, Bakery",40.0,Richmond Hill
Buk Chang Dong Soon Tofu,CASUAL DINING,3.6,5.0,"9019 Bayview Avenue, Unit 15, Richmond Hill L4B 3M6",Korean,25.0,Richmond Hill
Pizza Nova,QUICK BITES,3.6,15.0,"18 Levendale Road, Richmond Hill","Pizza, Fast Food",30.0,Richmond Hill
Kung Fu Chop Chop,CASUAL DINING,3.1,5.0,"16 Vogell Road, Richmond Hill","Chinese, Fast Food",25.0,Richmond Hill
Zoup!,QUICK BITES,3.7,10.0,"1383 16th Avenue, Unit 2, Richmond Hill",Sandwich,25.0,Richmond Hill
Osmow's,QUICK BITES,3.2,5.0,"8750 Bayview Avenue, Richmond Hill L4B 4V9","Mediterranean, Greek",10.0,Richmond Hill
Goubuli,CASUAL DINING,,,"280 West Beaver Creek Road, Suite 35, Richmond Hill L4B 3B1",Chinese,25.0,Richmond Hill
Kim's Ichiban,QUICK BITES,3.1,11.0,"550 Highway 7 East, Unit 99, Building E, Richmond Hill","Sushi, Japanese",20.0,Richmond Hill
Crab Harbour,CASUAL DINING,2.7,11.0,"280 West Beaver Creek Road, Richmond Hill","Seafood, Japanese, Asian",120.0,Richmond Hill
K & K Cafe,CASUAL DINING,3.0,10.0,"420 Highway 7, Unit 26, Richmond Hill L4B 3K2",Hong Kong Style,25.0,Richmond Hill
Harvey's,QUICK BITES,3.2,16.0,"8865 Yonge Street, Richmond Hill ON, L4C 6Z1","Fast Food, Canadian, Burger",25.0,Richmond Hill
Yummy Sushi,CASUAL DINING,2.7,12.0,"Unit 6, 1480 Major Mackenzie Drive East, Richmond Hill","Sushi, Japanese, Asian",50.0,Richmond Hill
Apron Cafe,CASUAL DINING,,,"9631 Yonge Street, Unit 2 L4C 0M5","Hong Kong Style, Chinese",,Richmond Hill
York Fish & Chips,CASUAL DINING,3.1,10.0,"Upper Yonge Place, 10909 Yonge Street, Unit 52, Richmond Hill",Fish and Chips,35.0,Richmond Hill
Golden Flower Cafe,CASUAL DINING,2.8,6.0,"1 Spadina Road, Richmond Hill L4B 3M2",Hong Kong Style,25.0,Richmond Hill
Daryani Bakery,QUICK BITES,3.4,13.0,"10670 Yonge Street, Richmond Hill L4C 3C9","Bakery, Middle Eastern",25.0,Richmond Hill
Capri's Grill,CASUAL DINING,,,205 Don Head Village Boulevard L4C 7R3,BBQ,,Richmond Hill
Shi Ki Sushi,CASUAL DINING,3.3,11.0,"10593 Yonge Street, Unit 1, Richmond Hill L4C 3C5","Sushi, Japanese, Korean, Asian",40.0,Richmond Hill
Fresh Fusion,QUICK BITES,3.6,17.0,"16 Vogell Road, Richmond Hill",Healthy Food,30.0,Richmond Hill
Green Grotto Tea Room,CAFÉ,,,"10775 Leslie Street, Unit 106 L4S 0B2",Coffee and Tea,,Richmond Hill
Bayview House Of Kebob,QUICK BITES,3.4,13.0,"10066 Bayview Avenue, Unit 9, Richmond Hill",Middle Eastern,25.0,Richmond Hill
Masala,CASUAL DINING,3.3,13.0,"10737 Yonge Street, Richmond Hill","Pakistani, Indian",35.0,Richmond Hill
3.5,Other,,,"York Regional Road 7, Richmond Hill",Chinese,43.0,Richmond Hill
Sunrise Cafe & Grill,CASUAL DINING,3.4,12.0,"12963 Yonge Street, Richmond Hill L4E 1A7","Grill, Canadian",25.0,Richmond Hill
