Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Shoeless Joe's,BAR,,,"21 Colossus Dr, Woodbridge, Toronto",Bar Food,40.0,Woodbridge
Piazza Cafe,CASUAL DINING,,,"140 Woodbridge Avenue, Vaughan","Pizza, Italian",30.0,Woodbridge
Chop Steakhouse & Bar,CASUAL DINING,,,Opening Soon,"Steak, Bar Food",25.0,Woodbridge
Cosenza Bakery,BAKERY,,,"471 Jevlan Drive, Woodbridge","Bakery, Italian",10.0,Woodbridge
August Moon,CASUAL DINING,,,"Shop of Vellore, 9587 Weston Road, Vaughan","Chinese, Asian",45.0,Woodbridge
Euro Harvest Bakery,BAKERY,,,"8677 Weston Road, Vaughan",European,20.0,Woodbridge
La'Shish Bar & Grill,CASUAL DINING,,,"4040 Steeles Avenue West, Vaughan",Mediterranean,40.0,Woodbridge
Baskin Robbins,DESSERT PARLOR,,,"Islington Village Centre, 9600 Islington Avenue, Unit C3, Vaughan","Ice Cream, Desserts",15.0,Woodbridge
Me Sabe a Peru,CASUAL DINING,,,"4000 Steeles Avenue West, Woodbridge","Latin American, Peruvian",30.0,Woodbridge
Tim Hortons,CAFÉ,,,7766 Martin Grove Road,"American, Donuts, Desserts",20.0,Woodbridge
Espresso Blu Cafe,CAFÉ,,,"165 Woodbridge Avenue, Vaughan",Cafe,15.0,Woodbridge
Gustoso Grill,CASUAL DINING,,,"5451 Highway 7, Woodbridge",Mediterranean,40.0,Woodbridge
Tilal Bakery,BAKERY,,,"5601 Steeles Avenue West, Woodbridge","Middle Eastern, Bakery",10.0,Woodbridge
Symposium Cafe Restaurant & Lounge,CASUAL DINING,,,"3450 Major McKenzie Drive West, Toronto L4L 1A6","American, Canadian, Continental, Burger",50.0,Woodbridge
Verses Restaurant,CASUAL DINING,,,"7007 Islington Avenue, Unit 16, Vaughan",Caribbean,25.0,Woodbridge
San Francisco Cafe,CASUAL DINING,,,"4140 Steeles Avenue West, Vaughan",Italian,35.0,Woodbridge
KFC,QUICK BITES,,,"4421 Highway 7, Vaughan",Fast Food,25.0,Woodbridge
